movie_title,movie_year,budget,bill_order,actor_name,director_name,resonance,genre_action,genre_drama,genre_comedy,genre_thriller,genre_romance,_ord,atr3,_dor,dtr3,release_density
Synth Movie 0139,1999,5999674.43250023,2,Actor_002,Director_18,35.84280907227326,1,0,0,0,1,1,0.0,11,32.10815725024356,0.0
Synth Movie 0106,2001,7187622.477289243,6,Actor_002,Director_00,29.89442114497089,0,1,0,0,1,2,35.84280907227326,1,0.0,1.0
Synth Movie 0289,2002,11207069.49790248,4,Actor_002,Director_13,73.81684334867164,0,0,0,1,1,3,32.86861510862208,13,27.579998290655023,2.0
Synth Movie 0119,2004,11293891.027515404,5,Actor_002,Director_05,40.72612698749973,0,0,0,1,0,4,46.51802452197193,13,43.656086309458864,3.0
Synth Movie 0129,2009,21586610.19524354,1,Actor_002,Director_22,29.60731120093151,1,1,0,0,0,5,48.145797160380745,1,0.0,3.0
Synth Movie 0069,1996,24083145.31178799,6,Actor_003,Director_46,34.326293511220754,0,0,1,0,0,1,0.0,1,0.0,0.0
Synth Movie 0062,1997,6840401.222660735,2,Actor_003,Director_23,43.40689507838905,0,1,0,0,0,2,34.326293511220754,1,0.0,1.0
Synth Movie 0363,1999,6271055.881139353,2,Actor_003,Director_42,44.035532132453575,0,0,0,1,0,3,38.8665942948049,22,47.72201351391425,2.0
Synth Movie 0169,2000,50656440.7198657,3,Actor_003,Director_19,36.83252521083221,0,0,1,0,1,4,40.589573574021124,9,35.890669911107715,3.0
Synth Movie 0305,2000,1995581.090664269,3,Actor_003,Director_07,43.2606260801778,0,0,0,1,0,5,41.42498414055828,15,51.988768822242214,3.0
Synth Movie 0360,2001,121701417.51434702,3,Actor_003,Director_21,72.66876596140465,0,0,1,1,0,6,41.37622780782119,8,54.8941343304052,3.0
Synth Movie 0030,2003,687103.5982808146,3,Actor_003,Director_46,28.05429494297018,0,0,0,1,0,7,50.92063908413822,22,39.94495591886408,3.0
Synth Movie 0085,2003,2763778.22576783,5,Actor_003,Director_15,28.09584586283553,1,0,0,1,0,8,47.99456232818421,27,52.210120720620104,3.0
Synth Movie 0286,2004,18567727.678163074,2,Actor_003,Director_39,54.36542425681477,1,0,0,0,1,9,42.93963558907012,4,35.17530694679305,3.0
Synth Movie 0224,2005,12409325.13490857,4,Actor_003,Director_15,46.210295999335955,1,0,0,0,0,10,36.83852168754016,32,36.42892288220859,3.0
Synth Movie 0290,2007,26510106.00993319,1,Actor_003,Director_16,56.21474388915584,0,1,1,0,0,11,42.89052203966208,37,43.96250224413899,3.0
Synth Movie 0089,2007,668023.8557225703,4,Actor_003,Director_26,36.825768310558715,0,0,0,0,1,12,52.263488048435526,28,33.56497048155169,3.0
Synth Movie 0203,2007,4319379.15635094,4,Actor_003,Director_12,34.32490364900245,1,0,0,0,0,13,46.41693606635017,19,49.54096819359995,3.0
Synth Movie 0090,1996,10000597.31314567,2,Actor_004,Director_06,69.79302670787635,0,1,0,0,1,1,0.0,7,28.838493042518948,0.0
Synth Movie 0069,1996,24083145.31178799,5,Actor_004,Director_46,33.86068577325858,0,0,1,0,0,2,69.79302670787635,2,34.326293511220754,1.0
Synth Movie 0026,1997,5090138.440091183,2,Actor_004,Director_23,18.767465444702818,0,1,0,0,0,3,51.826856240567466,2,43.40689507838905,2.0
Synth Movie 0287,2000,7516914.849035757,6,Actor_004,Director_01,46.52931424390735,0,0,0,0,1,4,40.80705930861259,9,33.587069384129165,3.0
Synth Movie 0242,2001,100375774.12846236,5,Actor_004,Director_21,31.388767627168633,0,1,0,0,0,5,33.05248848728959,9,64.85395214783934,3.0
Synth Movie 0286,2004,18567727.678163074,6,Actor_004,Director_39,48.22486936761263,1,0,0,0,1,6,32.22851577192627,5,37.08556788700127,3.0
Synth Movie 0376,2006,20945551.214709587,3,Actor_004,Director_10,58.32580745858886,1,0,0,0,1,7,42.0476504128962,20,49.24503215081878,3.0
Synth Movie 0374,2009,4202114.067224624,6,Actor_004,Director_44,20.45638214766829,1,0,0,0,0,8,45.97981481779004,26,49.36009493599705,3.0
Synth Movie 0091,2000,14182750.247629777,4,Actor_005,Director_27,63.66867842879099,0,1,0,0,1,1,0.0,7,57.726719660508,0.0
Synth Movie 0217,2007,6407285.974784117,5,Actor_005,Director_57,40.41458858507719,1,0,0,0,1,2,63.66867842879099,22,34.55659821920371,1.0
Synth Movie 0027,1998,4941711.146339334,4,Actor_006,Director_42,45.40455548609516,0,1,1,0,0,1,0.0,16,33.488123590380695,0.0
Synth Movie 0231,2001,7835610.349189765,3,Actor_006,Director_26,27.598179522551035,0,0,0,0,1,2,45.40455548609516,19,38.8512536537857,1.0
Synth Movie 0379,2002,91598847.18335359,2,Actor_006,Director_07,58.24493588034709,1,0,0,0,0,3,36.5013675043231,28,43.0865191239464,2.0
Synth Movie 0384,2003,16486376.041082185,1,Actor_006,Director_09,46.3887835900771,0,0,0,1,0,4,43.749223629664435,14,24.493413161703895,3.0
Synth Movie 0085,2003,2763778.22576783,3,Actor_006,Director_15,30.648520529594336,1,0,0,1,0,5,44.077299664325075,28,39.881246509507726,3.0
Synth Movie 0218,2004,2789844.9766841778,6,Actor_006,Director_52,38.58593069465366,0,1,0,1,0,6,45.09408000000618,14,35.165000382920475,3.0
Synth Movie 0202,2005,11010793.50296108,3,Actor_006,Director_19,51.56704197377376,0,1,0,0,0,7,38.5410782714417,19,51.97589879124981,3.0
Synth Movie 0243,2006,76601723.77232143,1,Actor_006,Director_10,94.33870071397943,0,1,1,0,0,8,40.267164399340594,21,51.60253127073855,3.0
Synth Movie 0399,2006,22485130.90175403,4,Actor_006,Director_58,41.73659572382429,0,0,1,0,1,9,61.49722446080228,23,47.19138280628519,3.0
Synth Movie 0235,2008,1845830.6733115097,4,Actor_006,Director_56,31.18472455910608,1,0,0,0,0,10,62.54744613719249,41,27.512497115437906,3.0
Synth Movie 0127,1996,12766076.22423898,4,Actor_007,Director_34,47.24992545966192,0,1,1,0,0,1,0.0,1,0.0,0.0
Synth Movie 0026,1997,5090138.440091183,5,Actor_007,Director_23,37.83871047422449,0,1,0,0,0,2,47.24992545966192,3,31.08718026154593,1.0
Synth Movie 0393,2000,53091069.6031827,5,Actor_007,Director_35,67.62696763201856,1,0,0,1,0,3,42.544317966943204,5,50.01047414247059,2.0
Synth Movie 0195,2001,2448126.3541219193,3,Actor_007,Director_50,29.46809872180909,0,1,0,0,0,4,50.905201188635,7,55.4596352996077,3.0
Synth Movie 0377,2003,1453649.1569617772,3,Actor_007,Director_00,35.56276878972832,0,1,0,0,0,5,44.97792560935071,12,56.130538089722286,3.0
Synth Movie 0122,2005,3434388.0369268283,5,Actor_007,Director_45,37.034066639347515,0,1,0,0,0,6,44.219278381185326,18,45.945827769460756,3.0
Synth Movie 0042,2006,4426264.9226267915,3,Actor_007,Director_37,37.81812333505614,0,0,0,1,0,7,34.02164471696164,21,25.477327643112016,3.0
Synth Movie 0207,2006,30972478.34548799,5,Actor_007,Director_44,54.877568781801386,0,1,1,0,0,8,36.80498625471066,20,40.80936296188971,3.0
Synth Movie 0054,2007,13510896.26202331,4,Actor_007,Director_41,59.77694013355358,0,0,1,0,0,9,43.24325291873502,38,46.10436253951934,3.0
Synth Movie 0309,1999,58620004.84413638,1,Actor_008,Director_14,59.36998255992023,0,1,0,0,0,1,0.0,7,53.04068120853753,0.0
Synth Movie 0188,2000,6617324.345858333,5,Actor_008,Director_25,20.25850847991326,0,1,0,0,0,2,59.36998255992023,6,52.879006286495986,1.0
Synth Movie 0350,2002,2329700.100467573,2,Actor_008,Director_05,36.6567052191208,0,0,0,1,0,3,39.814245519916746,5,38.742970716304285,2.0
Synth Movie 0321,2002,19291700.331394482,3,Actor_008,Director_04,56.03523431010495,1,0,1,0,0,4,38.7617320863181,8,45.939908335757,3.0
Synth Movie 0215,2002,43369807.88054648,4,Actor_008,Director_08,43.52403890835682,0,1,0,0,0,5,37.65014933637967,7,37.355997937114374,3.0
Synth Movie 0343,2005,26899436.173874855,2,Actor_008,Director_09,50.541610143789846,1,0,1,0,0,6,45.40532614586086,24,54.60969596021024,3.0
Synth Movie 0257,2007,9335641.779153833,4,Actor_008,Director_01,57.703738127112175,0,1,1,0,0,7,50.03362778741721,18,43.94968038836472,3.0
Synth Movie 0112,1995,51332336.235213876,2,Actor_009,Director_37,51.10899566167209,0,1,0,0,0,1,0.0,1,0.0,0.0
Synth Movie 0026,1997,5090138.440091183,4,Actor_009,Director_23,39.22857779466894,0,1,0,0,0,2,51.10899566167209,4,33.33769033243879,1.0
Synth Movie 0285,1998,9571396.952611743,5,Actor_009,Director_48,30.6577056022721,0,0,1,0,0,3,45.16878672817052,1,0.0,2.0
Synth Movie 0036,1999,6789540.400156841,2,Actor_009,Director_04,38.99687594262072,0,0,1,0,1,4,40.33175968620437,4,54.948422003280136,3.0
Synth Movie 0194,1999,66612953.130401514,3,Actor_009,Director_18,62.989278514457325,1,0,0,0,1,5,36.29438644652058,12,34.782827522469724,3.0
Synth Movie 0301,2001,6031229.264137292,2,Actor_009,Director_47,64.79273710275409,1,0,0,0,1,6,44.214620019783375,11,28.854838991453093,3.0
Synth Movie 0053,2005,3157140.1258719643,1,Actor_009,Director_56,27.804956668872542,0,0,1,0,0,7,55.592963853277375,25,30.647778319006903,3.0
Synth Movie 0075,2006,4487200.460593079,1,Actor_009,Director_19,36.76137948105332,0,1,0,0,0,8,51.862324095361316,23,51.55448155332369,3.0
Synth Movie 0247,1997,365794.9764431195,2,Actor_010,Director_55,37.12291598786817,0,1,0,0,0,1,0.0,4,53.87730037746103,0.0
Synth Movie 0332,1999,31096770.54022277,1,Actor_010,Director_42,56.615868573573906,0,1,0,0,0,2,37.12291598786817,23,45.11667633252048,1.0
Synth Movie 0349,1999,2940282.5974175707,1,Actor_010,Director_32,38.571180515149194,1,0,1,0,0,3,46.86939228072104,7,46.860350207747295,2.0
Synth Movie 0298,2001,15257700.258028736,2,Actor_010,Director_44,36.944075944443355,1,0,0,0,0,4,44.103321692197085,12,52.32601243001388,3.0
Synth Movie 0193,2001,4452009.949848039,3,Actor_010,Director_35,34.46106561539008,0,0,0,1,0,5,44.04370834438882,11,67.98660721525849,3.0
Synth Movie 0151,2003,5409467.413998608,1,Actor_010,Director_02,55.70227691022476,0,1,0,0,0,6,36.65877402499421,18,62.11099018381257,3.0
Synth Movie 0273,2005,2745602.2188644046,2,Actor_010,Director_23,33.49167172682843,0,0,1,1,0,7,42.3691394900194,25,53.45359391301025,3.0
Synth Movie 0148,2006,2790470.7828791,4,Actor_010,Director_28,50.746969065677355,0,1,1,0,0,8,41.21833808414775,24,40.65538080141759,3.0
Synth Movie 0390,2006,10116004.343002161,4,Actor_010,Director_19,49.36271009548965,1,0,0,0,0,9,46.646972567576846,24,51.75602033463159,3.0
Synth Movie 0070,2008,3418099.1634626538,3,Actor_010,Director_04,32.69493729551512,1,0,0,0,0,10,44.533783629331815,30,40.487519940261386,3.0
Synth Movie 0135,2009,1959151.8850955146,1,Actor_010,Director_42,60.17410583583374,0,1,1,0,0,11,44.26820548556071,50,26.04601690373236,3.0
Synth Movie 0245,2009,38797800.33533798,2,Actor_010,Director_25,58.93316164114365,0,1,0,0,0,12,47.41058440894617,18,56.30052129057839,3.0
Synth Movie 0212,1997,18358824.505270116,1,Actor_011,Director_51,43.407549889452454,0,0,1,0,0,1,0.0,1,0.0,0.0
Synth Movie 0265,1999,32423852.851899676,1,Actor_011,Director_06,57.593978573745375,1,0,0,1,0,2,43.407549889452454,13,52.47146932496175,1.0
Synth Movie 0252,1999,2069254.1606850526,5,Actor_011,Director_48,37.49015594564407,0,1,0,0,0,3,50.500764231598914,7,44.82469081180371,2.0
Synth Movie 0298,2001,15257700.258028736,1,Actor_011,Director_44,42.80413582010398,1,0,0,0,0,4,46.163894802947304,13,53.38850723221653,3.0
Synth Movie 0190,2001,14015194.620655026,2,Actor_011,Director_42,43.45464189742981,0,0,1,0,1,5,45.962756779831146,35,47.08264884802697,3.0
Synth Movie 0050,2001,9837768.231603252,6,Actor_011,Director_38,48.347520974224125,0,0,1,0,0,6,41.249644554392624,5,59.19731756797586,3.0
Synth Movie 0206,2002,6160575.381047766,3,Actor_011,Director_26,47.73939441953067,1,0,0,0,0,7,44.868766230585976,24,39.00772598979514,3.0
Synth Movie 0042,2006,4426264.9226267915,5,Actor_011,Director_37,33.35788215341726,0,0,0,1,0,8,46.51385243039487,22,29.7261981492472,3.0
Synth Movie 0146,1995,6969943.061645164,2,Actor_012,Director_21,37.7369838000966,0,0,1,0,0,1,0.0,1,0.0,0.0
Synth Movie 0213,1995,6691050.089947213,4,Actor_012,Director_35,63.149369921773115,0,0,0,1,1,2,37.7369838000966,1,0.0,1.0
Synth Movie 0378,1996,19843193.40955821,2,Actor_012,Director_14,69.14586512366668,1,0,0,0,1,3,50.443176860934855,1,0.0,2.0
Synth Movie 0322,1997,9253086.444469579,3,Actor_012,Director_09,34.68376573472243,0,1,0,1,0,4,56.677406281845464,1,0.0,3.0
Synth Movie 0038,1998,2892042.499078492,6,Actor_012,Director_41,38.02053211461128,0,0,1,1,0,5,55.65966692672074,13,50.589912632775814,3.0
Synth Movie 0085,2003,2763778.22576783,1,Actor_012,Director_15,22.385420335457503,1,0,0,1,0,6,47.28338765766679,29,36.89293664273017,3.0
Synth Movie 0142,2003,1016722.1508545055,2,Actor_012,Director_31,29.225313912970197,1,1,0,0,0,7,31.696572728263735,4,43.07801976138776,3.0
Synth Movie 0232,2003,1694682.5014420918,4,Actor_012,Director_29,32.64343141835774,0,0,1,0,0,8,29.877088787679657,13,34.16727982579132,3.0
Synth Movie 0120,2005,13269937.556642346,5,Actor_012,Director_37,43.56970017539028,0,0,0,1,0,9,28.08472188892848,16,45.795409443992924,3.0
Synth Movie 0257,2007,9335641.779153833,2,Actor_012,Director_01,45.08427212799088,0,1,1,0,0,10,35.146148502239406,19,47.061870216803186,3.0
Synth Movie 0136,2009,1911604.146476892,2,Actor_012,Director_08,36.48236792126244,0,0,0,1,0,11,40.4324679072463,23,51.32040747815887,3.0
Synth Movie 0150,1996,7777747.6700116135,3,Actor_013,Director_56,46.69478381397648,1,1,0,0,0,1,0.0,1,0.0,0.0
Synth Movie 0110,1998,53368211.67853586,1,Actor_013,Director_03,58.37539754461698,0,0,0,1,0,2,46.69478381397648,11,24.045304472722915,1.0
Synth Movie 0338,1999,39461934.25643704,5,Actor_013,Director_45,52.86438615644969,0,0,0,0,1,3,52.53509067929673,4,47.25626293071997,2.0
Synth Movie 0107,1999,29787587.465311207,6,Actor_013,Director_59,46.244853348650864,0,1,0,0,1,4,52.644855838347716,9,49.988139540898146,3.0
Synth Movie 0282,2000,44261801.540428385,3,Actor_013,Director_54,51.8850804476058,1,0,0,1,0,5,52.49487901657252,7,48.49264255481611,3.0
Synth Movie 0254,2002,5278675.77965667,1,Actor_013,Director_01,48.36716864179677,0,0,1,0,1,6,50.33143998423545,15,35.09383720815363,3.0
Synth Movie 0292,2003,13168962.436753087,4,Actor_013,Director_00,36.16906530648673,0,0,1,1,0,7,48.83236747935115,13,53.25833382220018,3.0
Synth Movie 0396,2004,96048168.89570226,3,Actor_013,Director_24,53.89965209537375,0,1,0,0,0,8,45.47377146529643,4,55.52309452838168,3.0
Synth Movie 0052,2005,41320997.80975292,1,Actor_013,Director_46,58.84715592867184,0,1,0,0,0,9,46.14529534788576,27,35.17716662314135,3.0
Synth Movie 0191,2005,28009206.667941254,1,Actor_013,Director_47,42.39572146568871,1,0,0,0,0,10,49.63862444351077,32,41.19310635380905,3.0
Synth Movie 0255,2000,11664423.298650969,2,Actor_014,Director_14,55.254948973709425,0,0,0,1,0,1,0.0,12,36.814609476196274,0.0
Synth Movie 0334,2003,2037749.4001951916,1,Actor_014,Director_04,67.74870199416247,1,0,0,1,0,2,55.254948973709425,16,42.374284366183026,1.0
Synth Movie 0261,2004,1103378.8555225963,1,Actor_014,Director_13,37.31186912129861,1,0,1,0,0,3,61.501825483935946,24,66.13303000389833,2.0
Synth Movie 0364,2008,2536248.105914378,1,Actor_014,Director_48,41.14672987027944,0,1,0,0,0,4,53.438506696390164,29,47.12696568522376,3.0
Synth Movie 0171,2001,33175639.851845134,2,Actor_015,Director_21,52.065102011633094,0,0,1,0,1,1,0.0,10,55.31981030436797,0.0
Synth Movie 0208,2002,4402485.557974876,4,Actor_015,Director_25,47.951377396490734,0,1,0,0,0,2,52.065102011633094,11,37.137545723623155,1.0
Synth Movie 0073,2003,13040653.015735755,4,Actor_015,Director_55,63.55236305413107,0,1,1,0,0,3,50.008239704061914,22,48.64064257778551,2.0
Synth Movie 0201,1996,63647762.50243762,4,Actor_016,Director_52,63.107248572314305,0,0,0,0,1,1,0.0,1,0.0,0.0
Synth Movie 0123,1998,6934825.605207325,2,Actor_016,Director_16,21.099632111033,0,1,0,0,0,2,63.107248572314305,5,54.702985943007086,1.0
Synth Movie 0313,2003,24162776.50046555,4,Actor_016,Director_18,47.37017574366428,0,0,0,0,1,3,42.103440341673654,19,36.35561299216486,2.0
Synth Movie 0152,2004,110929755.28416628,3,Actor_016,Director_35,55.69350487229044,0,1,0,0,0,4,43.859018809003864,23,44.924233590876746,3.0
Synth Movie 0219,2008,15540001.232092232,6,Actor_016,Director_58,41.452371532002154,0,0,1,0,0,5,41.38777090899591,29,68.49076812231205,3.0
Synth Movie 0204,1995,6221174.438443237,2,Actor_017,Director_02,47.92607510407238,0,1,0,0,0,1,0.0,1,0.0,0.0
Synth Movie 0213,1995,6691050.089947213,2,Actor_017,Director_35,41.78437868848803,0,0,0,1,1,2,47.92607510407238,2,63.149369921773115,1.0
Synth Movie 0038,1998,2892042.499078492,4,Actor_017,Director_41,37.1334182342754,0,0,1,1,0,3,44.85522689628021,14,46.84208597730912,2.0
Synth Movie 0116,2004,3090167.2419360774,3,Actor_017,Director_04,12.43137619720379,0,0,1,0,0,4,42.281290675611935,21,33.9087793569656,3.0
Synth Movie 0013,2007,3697552.393459508,1,Actor_017,Director_21,35.807916491053746,0,0,0,1,0,5,30.449724373322407,28,34.3430842694362,3.0
Synth Movie 0088,1998,45412306.92653667,5,Actor_018,Director_50,54.50047617531785,1,0,0,0,0,1,0.0,1,0.0,0.0
Synth Movie 0221,2002,15704295.25085593,2,Actor_018,Director_16,53.82288333086026,1,0,0,0,0,2,54.50047617531785,11,38.262023822495735,1.0
Synth Movie 0268,1996,1660506.8181796076,1,Actor_019,Director_37,42.65787994819216,0,0,0,1,0,1,0.0,7,43.91860026685682,0.0
Synth Movie 0248,1997,2317524.8141891547,1,Actor_019,Director_03,36.611097614461265,0,1,0,0,0,2,42.65787994819216,1,0.0,1.0
Synth Movie 0107,1999,29787587.465311207,2,Actor_019,Director_59,72.39278501885308,0,1,0,0,1,3,39.63448878132671,10,55.35782293821698,2.0
Synth Movie 0044,2000,17374666.265206385,1,Actor_019,Director_14,55.48050446078712,0,0,0,1,0,4,50.55392086050217,13,38.30664075344955,3.0
Synth Movie 0142,2003,1016722.1508545055,1,Actor_019,Director_31,46.80141538391025,1,1,0,0,0,5,54.828129031367155,5,37.1792077292771,3.0
Synth Movie 0377,2003,1453649.1569617772,2,Actor_019,Director_00,29.81830733875463,0,1,0,0,0,6,58.224901621183484,14,42.613552084556446,3.0
Synth Movie 0081,2004,111892278.17578739,2,Actor_019,Director_14,83.14590235468094,0,0,1,1,0,7,44.03340906115067,24,61.18794528023591,3.0
Synth Movie 0140,2006,5979550.089579947,4,Actor_019,Director_21,49.32272984256212,0,1,0,1,0,8,53.25520835911527,24,49.44089013913632,3.0
Synth Movie 0341,2009,3519528.414502758,4,Actor_019,Director_16,65.01421562772099,1,1,0,0,0,9,54.095646511999234,42,50.307517847722714,3.0
Synth Movie 0090,1996,10000597.31314567,1,Actor_020,Director_06,65.16422549180774,0,1,0,0,1,1,0.0,8,34.582355722845385,0.0
Synth Movie 0031,1997,3850341.12372298,5,Actor_020,Director_29,26.068922701436268,0,1,0,0,0,2,65.16422549180774,4,52.982316670986336,1.0
Synth Movie 0279,1997,3351912.9798489725,5,Actor_020,Director_46,23.745001184499042,1,0,0,0,0,3,45.616574096622,7,46.248069090341936,2.0
Synth Movie 0024,2001,27712412.165313777,4,Actor_020,Director_17,60.31507067766136,0,0,0,1,0,4,38.32604979258102,10,55.68864256731869,3.0
Synth Movie 0128,2003,2204165.1696513547,3,Actor_020,Director_16,25.488154321400117,1,0,0,0,0,5,36.70966485453223,15,53.204966637100966,3.0
Synth Movie 0081,2004,111892278.17578739,1,Actor_020,Director_14,68.44485194149578,0,0,1,1,0,6,36.51607539452018,25,73.10693017168494,3.0
Synth Movie 0035,2007,8645576.192386834,2,Actor_020,Director_20,44.213826908779275,1,0,0,1,0,7,51.416025646852425,37,60.874376980046435,3.0
Synth Movie 0387,2007,5097041.6870539775,3,Actor_020,Director_50,25.29107923296983,0,0,0,1,0,8,46.0489443905584,15,65.16461594013519,3.0
Synth Movie 0043,2009,2092763.0298345275,1,Actor_020,Director_37,38.93105564556847,0,0,0,1,0,9,45.983252694414965,27,29.62824114600372,3.0
Synth Movie 0130,2009,9524035.717232024,4,Actor_020,Director_15,47.7840840958175,0,1,0,0,0,10,36.145320595772525,40,65.17324950602604,3.0
Synth Movie 0233,1995,9711635.1321426,3,Actor_021,Director_13,47.755957375031116,0,0,0,1,1,1,0.0,1,0.0,0.0
Synth Movie 0299,1999,8343504.732305416,1,Actor_021,Director_42,40.51965522422952,0,0,1,0,1,2,47.755957375031116,24,49.83924643672802,1.0
Synth Movie 0327,2002,1806953.3120016872,5,Actor_021,Director_58,29.252116602895235,0,0,1,0,0,3,44.13780629963031,5,56.45247039122532,2.0
Synth Movie 0324,2003,6931719.698215579,6,Actor_021,Director_48,36.07077313425928,1,0,0,0,0,4,39.175909734051956,19,34.748576957056486,3.0
Synth Movie 0001,2006,3832400.7227977696,3,Actor_021,Director_17,25.822024255175265,0,1,0,0,0,5,35.28084832046134,16,40.63883321221758,3.0
Synth Movie 0386,2008,112843032.81297901,2,Actor_021,Director_04,69.84517219588592,0,0,0,1,0,6,30.38163799744326,31,38.13662869813158,3.0
Synth Movie 0318,1997,1603674.4859220954,1,Actor_022,Director_03,43.887619352949585,0,0,1,0,0,1,0.0,2,36.611097614461265,0.0
Synth Movie 0071,1997,4365660.97980642,6,Actor_022,Director_42,37.77092957292737,0,1,0,0,0,2,43.887619352949585,5,49.22886996931379,1.0
Synth Movie 0381,2003,28199483.02010433,2,Actor_022,Director_45,36.566479244183114,0,0,0,1,0,3,40.82927446293848,13,57.38739805929867,2.0
Synth Movie 0117,2001,17723582.172918454,4,Actor_023,Director_07,35.88584570958181,0,0,0,1,0,1,0.0,19,33.74900738912083,0.0
Synth Movie 0028,2006,1279323.2957639522,2,Actor_023,Director_59,30.856872076033177,1,0,0,0,1,2,35.88584570958181,34,30.692118429035492,1.0
Synth Movie 0399,2006,22485130.90175403,5,Actor_023,Director_58,89.98336292953857,0,0,1,0,1,3,33.37135889280749,24,44.03790515694237,2.0
Synth Movie 0159,2009,180974711.12030345,3,Actor_023,Director_59,64.33796684975894,0,1,1,0,0,4,52.24202690505118,46,45.16851104607439,3.0
Synth Movie 0014,1996,13794059.681031482,1,Actor_024,Director_24,60.152602310075906,0,1,0,0,0,1,0.0,1,0.0,0.0
Synth Movie 0333,1997,27091170.3722664,3,Actor_024,Director_15,81.82310114321145,1,0,0,1,0,2,60.152602310075906,14,48.32135180047806,1.0
Synth Movie 0252,1999,2069254.1606850526,6,Actor_024,Director_48,32.53422756133721,0,1,0,0,0,3,70.98785172664367,8,38.400036586409605,2.0
Synth Movie 0394,2002,4045907.936392787,1,Actor_024,Director_59,40.12733456962609,0,1,0,0,0,4,58.16997700487485,25,31.91219503860943,3.0
Synth Movie 0142,2003,1016722.1508545055,3,Actor_024,Director_31,35.830013945894756,1,1,0,0,0,5,51.49488775805825,6,38.0836534612515,3.0
Synth Movie 0134,2005,17958957.44966404,1,Actor_024,Director_52,47.79707552237275,1,0,0,0,1,6,36.16385869228602,20,43.08484031018501,3.0
Synth Movie 0257,2007,9335641.779153833,3,Actor_024,Director_01,47.022208241573225,0,1,1,0,0,7,41.251474679297864,20,47.99579813983209,3.0
Synth Movie 0347,2002,3738830.5866687438,5,Actor_025,Director_07,18.38566215378966,0,0,0,1,0,1,0.0,29,51.738524219047086,0.0
Synth Movie 0185,2004,504657.24701258866,2,Actor_025,Director_20,49.103991588894615,0,0,1,0,1,2,18.38566215378966,22,25.795352673742816,1.0
Synth Movie 0330,2004,5502105.58970767,3,Actor_025,Director_47,23.101578150709784,1,0,0,0,0,3,33.74482687134214,21,37.88696326272819,2.0
Synth Movie 0351,2009,12359311.186847975,5,Actor_025,Director_27,35.19466235069589,0,0,0,0,1,4,30.197077297798018,39,48.123177806370315,3.0
Synth Movie 0180,2001,56758081.17263264,4,Actor_026,Director_57,49.642427919508386,1,1,0,0,0,1,0.0,4,37.875105735629795,0.0
Synth Movie 0189,2003,375809.8434325885,3,Actor_026,Director_08,28.79079473864221,0,0,0,1,0,2,49.642427919508386,13,50.104916687595484,1.0
Synth Movie 0122,2005,3434388.0369268283,1,Actor_026,Director_45,18.759055286391668,0,1,0,0,0,3,39.2166113290753,19,40.02319665298711,2.0
Synth Movie 0224,2005,12409325.13490857,3,Actor_026,Director_15,36.59246206128197,1,0,0,0,0,4,32.39742598151409,33,44.37054810350141,3.0
Synth Movie 0174,2005,12197161.079286443,5,Actor_026,Director_53,61.32151135709112,0,1,0,1,0,5,28.047437362105285,17,50.48194002409866,3.0
Synth Movie 0035,2007,8645576.192386834,1,Actor_026,Director_20,32.7222452550281,1,0,0,1,0,6,38.89100956825492,38,57.175827605679956,3.0
